family	ERR2213660	ERR2213661	ERR2213662	ERR2213663	ERR2213664	ERR2213665	ERR2213666	ERR2213667	ERR2213668	ERR2213669	ERR2213670	ERR2213671	ERR2213672	ERR2213673	ERR2213674	ERR2213675	ERR2213676	ERR2213677	ERR2213678	ERR2213679	ERR2213680	ERR2213681	ERR2213682	ERR2213683	ERR2213684	ERR2213685	ERR2213686	ERR2213687	ERR2213688	ERR2213689	ERR2213690	ERR2213691	ERR2213692	ERR2213693	ERR2213694	ERR2213695	ERR2213696	ERR2213697	ERR2213698	ERR2213699	ERR2213700	ERR2213701	ERR2213702	ERR2213703	ERR2213704	ERR2213705	ERR2213706	ERR2213707	ERR2213708	ERR2213709	ERR2213710	ERR2213711	ERR2213712	ERR2213713	ERR2213714	ERR2213715	ERR2213716	ERR2213717	ERR2213718	ERR2213719	ERR2213720	ERR2213721	ERR2213722	ERR2213723	ERR2213724	ERR2213725	ERR2213726	ERR2213727	ERR2213728	ERR2213729	ERR2213730	ERR2213731	ERR2213732	ERR2213733	ERR2213734	ERR2213735	ERR2213736	ERR2213737	ERR2213738	ERR2213739	ERR2213740	ERR2213741	ERR2213742	ERR2213743	ERR2235210	ERR2235211	ERR2235212	ERR2235213	ERR2235214	ERR2235215	ERR2235216	ERR2235217	ERR2235218	ERR2235219	ERR2235220	ERR2235221	ERR2235222	ERR2235223	ERR2235224	ERR2235225	ERR2235226	ERR2235227	ERR2235228	ERR2235229	ERR2235230	ERR2235231	ERR2235232	ERR2235233	ERR2235234	ERR2235235	ERR2235236	ERR2235237	ERR2235238	ERR2235239	ERR2235240	ERR2235241	ERR2235242	ERR2235243	ERR2235244	ERR2235245	ERR2235246	ERR2235247	ERR2235248	ERR2235249	ERR2235250	ERR2235251	ERR2235252	ERR2235253	ERR2235254	ERR2235255	ERR2235256	ERR2235257	ERR2235258	ERR2235259	ERR2235260	ERR2235261	ERR2235262	ERR2235263	ERR2235264	ERR2235265	ERR2235266	ERR2235267	ERR2235268	ERR2235269	ERR2235270	ERR2235271	ERR2235272	ERR2235273	ERR2235274	ERR2235275	ERR2235276	ERR2235277	ERR2235278	ERR2235279	ERR2235280	ERR2235281	ERR2235282	ERR2235283	ERR2235284	ERR2235285	ERR2235286	ERR2235287	ERR2235288	ERR2235289	ERR2235290	ERR2235291	ERR2235292	ERR2235293	ERR2235294	ERR2235295	ERR2235296	ERR2235297	ERR2235298	ERR2235299	ERR2235300	ERR2235301	ERR2235302	ERR2235303	ERR2235304	ERR2235305	ERR2235306	ERR2235307	ERR2235308	ERR2235309	ERR2235310	ERR2235311	ERR2235312	ERR2235313	ERR2235314	ERR2235315	ERR2235316	ERR2235317	ERR2235318	ERR2235319	ERR2235320	ERR2235321	ERR2235322	ERR2235323	ERR2235324	ERR2235325	ERR2235326	ERR2235327	ERR2235328	ERR2235329	ERR2235330	ERR2235331	ERR2235332	ERR2235333	ERR2235334	ERR2235335	ERR2235336	ERR2235337	ERR2235338	ERR2235339	ERR2235340	ERR2235341	ERR2235342	ERR2235343	ERR2235344
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.30736	0.36835	0.20664	2.00829	1.42909	0.00142	0.6746	0.81679	4.86386	0.00713	0.14407	1.47628	0.01066	0.13366	1.78952	0.14835	0.3539	0.00977	0.01763	0.08471	0.03877	0.8804	0.52003	1.00066	0.60836	0.95936	0.37568	0.10878	0.04111	0.10737	0.08364	0.25681	0.60561	0.0086	0.09898	0.0521	0.19673	0.35097	0.9097	0.44434	0.262	3.01141	0.59339	1.44787	0.49672	0.92325	0.95566	0.06457	0.06552	0.15306	3.29653	3.10906	1.65747	1.42515	6.14981	0.38994	0.02562	0.07246	0.1073	1.00325	0.33439	0.88334	5.66205	0.46937	0.96027	4.44791	0.09246	0.00844	0.13087	0.14616	0.37247	0.18986	0.23848	0.56688	2.30756	0.09656	0.16233	0.03004	0.05799	0.05506	0.10216	0.13759	0.12272	0.04626	0.09138	2.15899	0.29642	0.06561	0.00071	0	2.33436	0.24736	0.3858	0.08509	2.95361	0.25581	0.32406	3.77575	0.86596	0.48455	0.15854	0.057	0.45248	0.09794	0.04489	0.50782	0.77196	1.38527	1.84692	0.08156	0.48796	0.44737	0.34912	3.50674	0.19104	0.10839	0.10118	0.24766	0.51673	0.21164	0.22112	0.20851	0.28674	0.40308	0.43032	0.6787	0.09674	0.10712	0.1652	1.3371	0.43303	0.07976	0.14839	0.02171	0.02358	0.04434	0.05241	0.28658	0.1791	0.05831	0.0566	0.08648	0.08025	0.20812	0.33794	0.03431	0.1382	0.19786	7.18784	1.02186	2.06183	0.10643	0.35396	0.3784	0.31901	0.35568	0.04812	0.03097	0.2271	0.48285	0.19276	0.05534	0.04388	0.04635	0.0488	0.05682	0.1044	0.37001	0.24172	0.188	0.15131	0.04539	0.05919	0.0384	0.32035	1.54004	7.68235	3.52501	2.32922	3.26966	0.10473	0.07105	0.10004	0.02334	0	0.12651	0.10799	0	1.21716	0.32659	0.14785	0.0843	0.06578	0.2216	0.02335	0.0467	1.17009	0.27483	4.289	0.07996	0.31518	0.01865	0.03723	0.06937	0.80372	0.75593	0.21554	0.19393	0.02099	0.5414	0.2683	0.35351	0.19316	0.37961	1.31708	0.35573	0.08162	0.18461	0.23622
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	0	0	0	26.10365	0.74741	22.23806	0.80827	2.97149	0.19412	0.00201	0	0	0	7.87537	3.94051	0	0	0.04705	0	0.67921	0.07383	3.7152	0	0	0.02316	21.20303	15.21991	11.91101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73024	11.58955	0	3.92086	4.55112	3.20427	0.30043	0	4.80479	0	0	3.67462	1.56587	0	0	0	0	0	0	1.58645	2.73448	0.86587	5.28106	0	1.69723	2.5898	2.03749	0	6.55715	0.35409	0	0	0.00951	0.2948	0.21499	0.01772	1.53362	5.43662	3.15056	7.05622	3.97891	0	0	0	0.10291	0	0.91201	0	0.00248	0.00388	0.00938	0	0	0.58111	0	0	0	0	6.81456	6.80001	7.26577	4.00509	4.03431	0	0	1.03246	0.0012	0	6.38107	5.14119	1.23833	0	3.55513	0	0	0.01089	0	0	0	0	0	0.25185	0.10421	0	0	0	5.18904	0	0	0	3.48034	3.08208	2.31617	0	0	0	0	0	0	0	0	0.09938	0.0656	0.08196	0.84469	0.21108	0.17287	1.8704	0.59825	3.68605	0	0	0	0	0	0	0.02956	4.50639	0	0	3.37048	3.9724	3.83558	0.38094	1.24719	0.04531	0	3.04319	2.46385	1.56142	2.22467	5.43966	6.7307	0.46497	1.76485	1.45191	0	0	0	0.45025	1.31687	0.51965	0.37758	0	0	0	0	6.58593	0	0	3.50684	0	0	0.00541	0	0	0.00355	0	0	0.33033	0	0	0.26662	0	2.68808	0	0	0	0	1.1815	0	0.50324	0	0	1.71819
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	1.29786	4.13865	4.2533	7.45834	0.153	5.91083	7.69289	8.06936	2.50033	3.25164	7.08349	12.15093	0.30355	1.68317	4.51582	8.48045	5.87636	4.04644	5.04285	0.05773	0.02108	0.01396	0.06428	1.77961	2.27638	3.69213	5.21773	5.33322	0.6251	0.02797	0.01308	0.27867	1.61421	0.01175	0	0.00375	2.2257	0.28129	0.01136	0.66311	0.43491	2.29498	1.48193	3.41381	0.02963	5.21432	0.00506	0.05383	0.03822	0.01182	0	0.37105	16.65017	6.28941	0	0.01301	0.00738	4.97969	5.6364	0.12287	1.02376	0.40202	0	0	0	0	1.35766	0.02154	0.08053	0.24243	0.03548	3.78279	2.7687	0	0.11022	0.19177	0.03168	2.0457	0.7929	0.18613	1.10898	1.21877	1.09022	0.69904	0.0339	7.54574	3.4343	4.05862	7.21266	0	0.15459	2.94857	5.8915	0	0.0164	2.04009	3.98308	3.97533	4.46169	0	2.5461	0.00683	0.18629	6.03952	0.93189	0.97298	1.2031	8.96873	2.64549	0.10834	4.69798	0.90815	0.37761	0.06925	0.13033	3.20309	0.34658	0	3.43661	0	0.54472	0.00654	3.49748	0.74194	0.88201	0.7118	0.51586	1.20283	1.70607	0.31113	2.90504	0.03386	0	0.23702	0.00937	0	0	4.5725	4.42882	6.21161	6.81436	8.11162	0.23095	0.3319	6.08739	2.05485	1.44795	2.32469	0.91173	0.18498	0.0504	0.62872	0	0.17755	5.94984	2.80432	0.00559	0.46126	0.01064	0.01745	0.04149	2.37157	1.83481	1.23103	1.34294	0.59574	0.8922	0.02508	0.03586	1.29293	0.14355	0.02048	0.05461	0.01318	0.04425	0.00089	0.01003	0.0341	0.00289	0.01785	1.77672	2.78303	2.6821	7.39427	8.1494	1.44661	2.17013	2.11599	13.79682	0	0.19287	0.44553	4.73744	3.89425	5.4017	0	0.03425	0.89668	0.77536	1.18896	0.09433	0.65724	4.71686	0.05812	1.36149	4.08709	0.12674	2.3781	1.06727	2.07152	0.01988	0.03576	0.02171	0.00551	3.05204	0.78194	1.67681	0.16664	0.00087
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	0	0	0	0.22309	0	0	0	0.02439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91016	0	0	0.00056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24498	0	0	0	0	0	0.02655	0	0.03641	0	0	0	0	0	0	0	0	0	0	0	0	0.00213	0.62591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00055	0	0	0	0	0.02212	0	0.71268	3.96786	0	0	0	0	0	0	0	0	0	0.04509	0	0	0	0	0	0	0	0	0	0.00521	0	0	0	0	0	0	0	0	0	0.0013	0.32459	0.00065	0	0	0	0	0	0	0	0	0	0	0	0	0.0298	0	0	0	0	0.01297	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32627	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00707	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0261	0	0	0	0	0	0	0	0	0	0	0.01872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02797	0	0	0	0	0	0	0	0.02137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname	0	0	0	0	0	0	0.35842	0.34851	0.55576	0.25295	0.36843	0.09987	0	0	0	0	0	0.01826	0.00227	0.26574	0.27783	0.23431	0.59091	0.66423	0.7037	0.05768	0.0621	0.04484	0.00095	0	0	0	0	0	0.05063	0.1003	0.03154	0.01897	0.00782	0	0.27289	0	0	0	0.00668	0.00358	0.0199	0	0	0	0	0	0.08014	0.29553	0	0	0	0.00136	0.31561	0	0	0	0.03038	0.09859	0.02868	0.09049	0.052	0.26087	0.16013	0.4763	0.43201	0.12898	0.01392	0.05189	0	0.03299	0	0	0.00084	0	0.03869	0.38124	0.42141	0.29209	0	0	0.36185	0	0	0	0	0	0.99175	0.01136	0.01674	0	0.02766	0.00789	0	0	0	0	0	0.01363	0	0.00072	0.00204	0	0	0	0.05931	0	0.03264	0.76856	0.00986	0	0	0	0	0	0	0	0.91621	0.50284	0.44887	0	0	0.00793	0.00579	0	0.01737	0.0549	0.02482	0.02672	0.05532	0.01405	0.01387	0	0	0.43802	0.22452	0.36512	0.43664	0.27718	0.36434	0.00546	0	0	0	0	0	0.24547	0	0.03294	0	0	0	0	0.07676	0.09861	0.05456	0	0.22687	0.16531	0.30208	0.24326	0.2315	0	0	0.27201	0.46978	0.12627	0.11954	0.16476	0.05226	0.02583	0.00588	0	0.00149	0.01284	0.03162	0.06215	0.04346	0	0	0.00045	0.00111	0	0	0	0.02233	0.01482	0	0.53208	0	0.00189	0.37319	0	0	0.00238	0.00939	0.01638	0	0.14862	0.2676	0	0	0	0.00327	0	0	0.00693	0.00474	0	0.00421	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0.01491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0.00211	0	0.05993	0.04454	0	0	0	0	0	0	0	0.02097	0.01269	0	0	0	0	0.01915	0.00294	0.03013	0	0	0	0.00834	0.01601	0	0	0	0	0.0151	0	0	0	0.01842	0	0	0	0	0	0.0097	0	0	0	0	0.01358	0	0	0	0	0	0	0	0	0	0.04738	0	0	0.00489	0.01647	0.00429	0	0.03056	0.00431	0	0.00943	0	0.00667	0.01145	0.02355	0	0.02127	0	0.06211	0	0	0	0	0.01825	0	0	0	0	0.08239	0	0	0	0	0	0	0	0	0.07132	0.01832	0	0	0	0	0	0	0	0	0.10711	0.00903	0	0	0	0	0	0	0	0	0.02541	0.02135	0.01323	0	0	0	0	0	0.01608	0	0	0	0	0	0.02258	0	0	0	0	0	0	0.02237	0.03839	0.02298	0.01323	0.01162	0.01186	0.03847	0.0782	0.00204	0.00229	0.02099	0	0	0	0	0.00318	0.00415	0.01304	0.00652	0	0	0	0	0	0	0	0	0	0.00946	0	0.00436	0.00721	0	0.01402	0.01066	0	0	0.00247	0.02223	0	0	0	0.00854	0.01864	0.00126	0	0.00619	0	0.00731	0.00225	0	0.0056	0	0.1317	0	0	0.00493	0	0	0	0.02509	0.005	0	0	0	0.00478	0	0	0.00835	0	0	0.03826	0	0.11618	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.01082	0.02001	0.01052	0	0.08664	0	0.85085	0.81409	1.4245	0.38199	0.57474	0.10832	2.89802	0.02255	0	0	0	3.1599	3.61296	0.4115	0.4442	0.12495	0.433	0.63668	0.52059	0.22132	0.26301	0.19673	0.80318	0.36275	1.05097	0	0	0	0.19271	0.27114	4.60298	4.39821	4.83705	0	0.38183	0	0	0	0.03943	0.88998	0.21096	0.6937	0.9449	0.63434	0.10913	0.97688	0.50883	0.10721	0.6835	0.60855	0	0.02698	0.9433	0.80471	2.06497	3.95446	0.1412	0.0158	0.00915	0.05336	0.145	0.55226	0.05108	0.19164	0.15905	0.0506	0.05195	0.04091	0.03562	1.1853	0.17541	3.42451	2.81457	3.44615	0.0981	0.05168	0.05924	0.04274	1.76545	4.32485	0.26249	5.84268	0.29208	0	1.55891	0.02109	0.05168	0.05542	1.68089	0	0.14459	0.02934	0.18278	0.37551	0.95101	0.22259	0.44073	0.21447	0	0.87609	0.40883	0	0.00873	1.07791	0.03429	2.70695	0.15459	1.56976	0.0011	0.05172	1.3708	0	0.78147	0.09491	1.65247	0.98797	0.08564	0.09577	0.10014	0.0733	0.16455	0.44974	2.8216	0.04613	0.97352	1.17043	0.91903	1.64775	0.8613	1.61721	1.10799	0.04474	0.17334	0.05168	0.0201	0.02781	0.45471	0.26159	0.22243	0.60643	0.11295	0.50089	0.24748	0.0675	0.06387	0.13361	0	1.00591	0	0	1.58218	1.32876	0.41694	1.86933	1.04434	0.53815	0.23128	0.14394	0.56016	0.48777	0.58951	0	0.00696	0.00863	0.00179	1.73136	2.66247	2.73964	1.42977	1.6459	0.91757	0.10842	0.81851	0.5813	0.06184	0.06886	0.05949	2.20781	3.37096	0.07087	0.04295	0.61615	0	0.39982	3.48396	3.24574	0.00955	1.13955	0.37043	0.00531	0.29108	1.72673	0	0.75614	0.00147	0.02556	2.03969	0.10411	0.21755	0.01361	1.38118	0	0.43171	1.28399	0.00753	0.68589	0.01246	1.20084	1.02998	1.36183	0.5347	0.74254	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales|f__Gallionellaceae	0.02161	0	0.01977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00673	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.998	0.28182	0.13435	0	0.36529	0	0.59058	0.83846	0.73041	0.22922	1.3647	0.61368	0.39508	0.42141	1.03936	0	0	0	0	0.88087	1.561	0.43764	0.97135	0.9414	1.1856	0	0	0	0.66624	0.2897	0.30979	0	0.66151	0.00305	0.61387	0.64252	0.90745	0.90399	1.62834	0.0708	0.79687	0	0.53007	0.97118	0.83265	0	0.26751	0.02984	0.03736	0.03261	0.50877	0.59982	0.6903	0.69166	1.46956	1.24891	1.37437	0.65799	1.00833	0.07552	0.57124	0.84986	0.41401	1.4946	1.78464	0.5354	0.799	0	0.43619	0.56091	0.53232	0.53711	0.45959	1.58531	0.93473	0.4218	0.75894	0.50881	0.6048	0.34019	0.17668	1.42615	1.47709	1.09429	0.07186	0	0	0.96009	0.75506	0	0.46598	0	1.07177	0.74272	0.28257	0	0.74305	0.58151	0.75378	0	0	0	0.84102	0.40971	0.00335	0.32039	0.36192	0	0.43071	0.1528	0.55577	0.88756	0.19742	1.07579	0.56377	0	0	0.09165	0.96977	0.83287	0.39318	0.31195	1.20031	0.56926	1.04904	0.03634	0.0715	1.20606	0.27882	0	0.24402	0	0	0.63245	0.36732	0.51726	0.84167	0.42738	0.68025	0	0	0	0.20398	0.23094	0.48502	0.44003	0.87178	0.52555	0.50294	1.15935	1.44894	0.97853	1.37189	0.76446	0	0	1.48429	0.40214	0.39029	0.80995	0.67738	0.43264	0.36045	0.41377	0.74413	1.18919	0.59875	1.1936	1.04146	0.42563	0.19786	0.95638	1.11653	0.98344	1.49006	0.04189	0.39547	0.57752	0.40337	0.78429	1.0292	0.9849	1.45155	0.73463	0.81722	0.74194	0.16762	0.38305	0	0.08515	1.20762	0.72385	0.18678	0.18492	0.35334	0.55697	0.41188	0.42598	0	0.54402	0.85158	0.77334	0.07751	0.6792	0.50926	0.27038	0.67396	0.0531	0.09773	1.27802	1.29263	1.22391	0.50052	2.19302	1.50715	0.10091	0.30583	0.52024	2.48297
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	0	0.00912	0	2.55083	0	0	0	0	0	0	0	0	0	0	0	0	0.00098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00843	0	0	0	0	0	0	0	0	0	0	0.01797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01727	0	0	0	0.04006	0	0	0	0	0	0	0.00146	0.0045	0.20769	0	0	0.02556	0.31777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00653	0	0.03209	0	0	0	0	0	0	0.15613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00628	0	0	0	0	0	0	0	0	0	0	0.1269	0	0	0	0	0	0	0	0	0	0.13669	0	0	0	0.02053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05607	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88914	0.50373	0.5082	0	0	0	0.38888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
