species	ERR2162200	ERR2162201	ERR2162202	ERR2162203	ERR2162204	ERR2162205	ERR2162206	ERR2162207	ERR2162208	ERR2162209	ERR2162210	ERR2162211	ERR2162212	ERR2162213	ERR2162214	ERR2162215	ERR2162216	ERR2162217	ERR2162218	ERR2162219	ERR2162220	ERR2162221	ERR2162222	ERR2162223	ERR2162224	SRR5930493	SRR5930494	SRR5930495	SRR5930496	SRR5930497	SRR5930498	SRR5930499	SRR5930500	SRR5930501	SRR5930502	SRR5930503	SRR5930504	SRR5930505	SRR5930506	SRR5930507	SRR5930508	SRR5930509	SRR5930510	SRR5930511	SRR5930512	SRR5930513	SRR5930514	SRR5930515	SRR5930516	SRR5930517	SRR5930518	SRR5930519	SRR5930520	SRR5930521	SRR5930522	SRR5930523	SRR5930524	SRR5930525	SRR5930526	SRR5930527	SRR5930528	SRR5930529	SRR5930530	SRR5930531	SRR5930532	SRR5930533	SRR5930534	SRR5930535	SRR5930536	SRR6000869	SRR6000870	SRR6000871	SRR6000873	SRR6000874	SRR6000877	SRR6000878	SRR6000890	SRR6000891	SRR6000892	SRR6000893	SRR6000894	SRR6000895	SRR6000896	SRR6000899	SRR6000900	SRR6000901	SRR6000902	SRR6000903	SRR6000905	SRR6000906	SRR6000907	SRR6000908	SRR6000909	SRR6000910	SRR6000911	SRR6000912	SRR6000920	SRR6000921	SRR6000931	SRR6000932	SRR6000940	SRR6000942	SRR6000943	SRR6000944	SRR6000945	SRR6000946	SRR6000947	SRR6000949
s__Finegoldia_magna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00584103035775511	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000970776524141661	0	0	0.0286215541503904	0.116466557067163	0	0.00691909168647603	0	0	0.00464373727976275	0.00561764950911893	0	0	0	0	0	0	0	0	0.139136094160924	0	0	0.000690094128839173	0.00977714054247237	0.00121167125816639	0	0.062353245289844	0	0	0	0	0	0	0	0	0	0.000749788856100858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13438736284728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Flavonifractor_plautii	0.321524259597911	0	0.436707264111978	0	0.00634000126800026	0.0480009648193929	0.825389752383074	0.0359505227049738	0.0222599977740002	0.0325805684878135	0.0218393269874164	0.213744522984138	0	0.202552536219738	0.379426930910613	0.233940046788009	1.3221927788556	0.0367099889870033	0.0243500146993391	0.01169	0.0942687500543858	0	0	0	0.194082304818125	0.0101237597367869	0.0925399537300231	0.0999059044389523	0.0418534785975302	0.0270584944809777	0.0061417731299026	0.0376220428769282	0.0327718450548766	0.00389865506448355	0.712155772685309	0	0.153350552061987	0.0496899905043579	0.0625378048215512	0.0430652711891936	0.0697112762117902	0.0111768856345894	0.0684904375465639	0.0100523140426926	0	0.145724208110291	0	0.119505234329264	0.0280104929846765	0.0355900035590004	0.474464716987397	0.395803192598503	0.00217299721505873	0.157533985609836	0.0202975669329526	0.0936047832044217	0.0982381747085064	0.0693009563531977	0.0473815730682259	0.0258747414277532	0.0893102198337703	0.318795089173518	0.0137204239611004	0.00569073865787779	0.209067991189198	0.127990012799001	0.0198907330395481	0.0653391942066649	0.0213202665033313	0.000610011529217902	0.000260323217306608	0.0198411169778427	0.0718790107475758	0.0105499978900004	0.0025900005180001	0.0274164574929629	0.021571164840891	0.41816	0.0116203439621813	0	0.038551314810897	0.00468999859300042	0.300467336914291	0.122397772258538	0	0	0.0176620035447912	0	0.104160062496038	0.00332008300207505	0.0947475419043356	0.091849990815001	0.0303966847402539	0.0182949250239068	0.00297541764043971	0.000650000065000007	0.535804954035643	0.0128	0	0.0557458892034691	0.179239015722491	0.142834562494458	0.0280899915730025	0.00273006060734548	0	0.00625018813066273	0.000544637950351433	0.0244840636461584
s__Fusobacterium_mortiferum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.192894026506276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Fusobacterium_nucleatum	0	0	0	0	0	0	0	0	0	0.000731809692187811	0	0	0.0517225613812745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23076886142825	0	0	0	0	0	0	0	0.0198927133661031	0.00216263911176086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116464602450402	0	0	0	0	0	0	0	0	0.00723050685853078	0.0753321099742775	0.0909699727090082	0	0	0.00125061330076269	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156317714979665	0	0	0	0	0	0	0	0	0
s__Fusobacterium_periodonticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000350239388622123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Fusobacterium_ulcerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0223078440444512	0	0	0.087424747163771	0.115026475990598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00947023959706181	0	0	0	0	0	0.00738706351012839	0.00455103035327198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.265220026522003	0	0	0	0	0.0196709894507694	0	0	0	0	0	0	0
s__Fusobacterium_varium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000810648437685305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000620031187568735	0	0	0	0	0	0	0
s__Gardnerella_vaginalis	0	0	0.0691964323746694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188002350029375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Gemella_haemolysans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00135108735510339	0.00263295916169796	0	0	0	0	0	0	0	0	0	0	0	0.000150020462791125	0	0	0.000180004554115219	0.00544202878833229	0	0	0	0	0	0	0	0	0.000490063610256612	0.00149957771220172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0194557102509587	0	0	0	0	0	0	0.00481062153230197	0	0	0	0	0	0	0	0	9.0007551633582e-05	0	0	0	0	0	0	0	0	0	0	0
s__Gemella_morbillorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0248574174533681	0	0	0	0	0	0	0	0	0	0	0	0.0250293309345724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00302039023441829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00239137360499871
s__Gemella_sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0257275848042137	0	0	0	0	0	0	0	0.00970781284777989	0	0	0	0	0.00350104471174198	0	0.00277006343445265	0	0	0	0	0	0.0228331144368092	0	0.00308425411169626	0.00590014927377663	0.0263998418610458	0.0035701824363225	0	0	0.00284009429113047	0	0.00500113225634283	0	0	0.00269034920732711	0.00224936656830258	0	0.00186100419786517	0	0.00258003225040313	0	0	0	0	0	0	0	0	0	0.000610018056534473	0.00184012899304241	0.103400348002139	0	0	0.00344021845387182	0	0	0	0.0142618426300678	0	0	0.000520041395295065	0	0.0109460082639361	0.00209629349232265	0	0	0	0	0	0	0	0	0	0	0	0.005300159534802	0	0
s__Gemella_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000340018463002541	0	0.000231105841451345	0	0	0	0	0.00330627314579629	0	0	0	0	0.000200046050600848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00282036608351764	0	0	0.000700377923927751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00397031603715656	0	0	0	0	0.000780000078000008	0.00176014767639005	0	0	0	0	0	0	0	0	0	0	0
s__Gordonibacter_pamelaeae	0	0	0	0	0	0	0	0.0263243169876487	0	0	0	0	0	0	0	0	0.0356772447489642	0	0.0114021503291217	0	0	0	0	0	0.054963484684929	0.0583142637909245	0.0168599915700042	0.890912652937788	0.21364089134899	0.137013648828975	0.0352801853895219	0.0208711333025383	0.0230112955359387	0	0.0203667619251697	0.000570220561313116	0.0497801792086452	0.31743547206792	0.276169277567258	0.0183622475390988	0.0617342644184238	0.131858954575156	0.00456136111015527	0.267491576560924	0.0537212302161719	0	0.0167937413181279	0.357725668384275	0	0.00621000062100006	0.058037916371793	0	0.00734012423335507	0.0254106428892651	0.310975931827385	0.243482441952784	0.414878987293556	0.0144501994127519	0	0.0977534718698019	0.487180297619381	0.261190555696733	0.0376911646569879	0.0341344306490983	0	0.0713700071370007	0.122926331048234	0.045808511213375	0.174032175402193	0	0	0	0.00411911230023057	0.00201999959600008	0.0727300145460029	0	0.0138413299095559	0	0.0022800674899977	0	0.00836245438036064	0.0010599996820001	0	0.0191612167372628	0.0109853872338995	0.00529014971123683	0	0.0483062411663587	0.0591200354720213	0.00370009250231256	0.00875069655544581	0	0.0886586647410763	0.0174423654696129	0.00212386713728356	0	0.0319526808299216	0	0	0.00793510862293143	0.00546027465181498	0.0313791676820342	0.00327999901600029	0.00411009124402562	0	0.0350410547357475	0.0115421350247554	0.00486279318840742
s__Granulicatella_adiacens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012908823180644	0	0	0	0	0	0	0	0.00206165922334295	0	0	0	0	0	0	0.0022400512971747	0	0	0	0	0	0.0079910899846739	0	0.00159219611610294	0	0.0245891668413985	0	0	0	0.0033801122197257	0	0	0	0	0.000930120729670712	0.00061549831470966	0	0.00200107978265072	0	0.00114001425017813	0	0	0	0.00383849151092046	0	0	0	0	0	0	0	0.0270979532492787	0	0	0	0	0	0	0.00503064995997483	0	0	0.00642051107268138	0	0.00197108192686966	0	0	0	0.0105808877364811	0	0	0	0	0	0	0	0	0	0	0
s__Granulicatella_elegans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000370031045604726	0	0	0	0	0	0	0	0	0	0	0
s__Granulicatella_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00317072007052802	0	0	0	0	0.000640512345825426	0.00767524603066196	0	0	0	0.00240149113508136	0	0	0	0.000590475214452592	0	0	0.00255224342196791	0	0.00216064473638934	0.00238054800215009	0.00681015595257131	0.00207020184467986	0	0	0	0	0.00988134781584207	0	0.00387534526372225	0.00347008779322117	0.00159059297306036	0	0	0	0.00346011487581388	0	0	0	0	0.00192024924835244	0.00420777029692422	0	0.00295159267940981	0.00166175980363205	0.00249003112538907	0.00105001984537508	0	0	0.0124475364401128	0	0	0	0.0102528369700414	0	0.000600017760525712	0.00412028883224714	0.0229067231232367	0	0	0.00126008001508096	0.00245120206949488	0	0	0.00588075979416541	0	0	0.0116709290059489	0	0.0051528283875019	0.0027482507985474	0	0	0.0107208994834667	0	0	0	0	0	0	0	0.001343098927028	0.00454013665811341	0	0
s__Haemophilus_parainfluenzae	0	0.0310022805305678	0	0.0265387173347196	0.136590027318005	0.000480009648193929	0	0	0	0.035287261869878	0.0118931996691583	0	0.0391370715906278	0	0	0	0	0.0985899704230089	0.0225332988458434	0.15564	0	0.0117885908694356	0.216860065058019	0.928290814844051	0	0	0	0	0	0	0	0	0	0.0274111624121421	0.0161712490212139	0.0325725990813247	0	0.00122098264683417	0	0	0.0016014076373132	0	0.0219365458652862	0	0	0.00154015016464105	0	0	0.000770013552238519	0	0.187495574396347	0	0.158849100564409	0.286477247874371	0	0.0017900914736743	0	0	0.0637421162382591	0.00242231621876839	0.00587132926894649	0	0	0.111284444720925	0	0.0510000051000005	0.0199807816297674	0.0107513857174748	0.0164302053775672	0.0189703585397764	0.148384233864766	0	0.00449995480000858	0	0	0.0165701660825842	0.0864756435816336	0	0	0.690548407443362	0.143372079705394	0.0681499795550062	0.00141134967369295	0	0.247391320703673	0	0	0.000950122755860057	0.00439000263400158	0	0	0.127779987222001	0	0.288506153173056	0.00479873754131522	0.00245000024500003	0.0134311268715445	0	0.197402308187119	0	0	0	0	0.0077501720538196	0.0053006270631563	0.000290008729262751	0	0.000920528751714985
s__Holdemania_filiformis	0	0.00487078265543421	0	0.0016624253122881	0	0.158033176466847	0.078209976537007	0.261359999559258	0.0706999929300007	0.178060325378629	0	0	0	0.0064945702290702	0	0.214070042814009	0.159885289830814	0.0185599944320017	0.241241798556725	0.01399	0.103600606160565	0.0182141748382352	0	0	0	0.0756525220655145	0	0.00141008333592515	0.0430043992189352	0.0524358398965693	0.325884082734685	0	0	0.0294810669051411	0	0.0212082033330492	0.613282207815948	0.0206165922334295	0.25204051822666	0.423571845193852	0	0	0.126337699169432	0.0790381945923952	0.028170645107773	0	0.0381374615938586	0	0.020890367670471	0	0	0.00521045144135873	0.0400252067676947	0	0	0.0485224794987024	0.0196056228926456	0	0	0.0765932384546103	0	0.0339026681399826	0.000930028737888	0.0119015448205177	0	0.102450010245001	0.182058238625562	0	0.0803210040125502	0.0113902152750687	0.0106432146152663	0.0178600069619008	0.0937974988269049	0.0107099978580004	0	0	0	0	0.0684020246999311	0	0.059877574067989	0.0544899836530049	0.0593867915887963	0.0461629313461405	0	0.0139903959282048	0.0302439282638803	0.0178023000571674	0.0406500243900146	0.0096102402560064	0.0821365380684302	0	0.14435923878617	0.029739283276252	0.00905649005709596	0	0.0735861738799885	0.05192	0.0157309032242043	0.0169809323242303	0.16482829086303	0	0.0713599785920064	0.0278006171737013	0	0	0.044272781079529	0.0154488738331297
s__Holdemania_sp_AP2	0	0	0.575851828228075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0813799593100204	0.198691742681992	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15523339984894	0	0	0	0	0	0	0	0	0	0	0	0.114332892622183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0866400173280034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Holdemania_unclassified	0.010189008102063	0	0	0.00591863469615823	0.0124700024940005	0	0.0622299813310056	0	0	0	0	0	0.0556342676675566	0.013569548891555	0.113560031989643	0	0	0.0277599916720025	0	0	0	0	0.0313000093900028	0	0	0	0	0	0.0463770970399223	0.0161310255559675	0	0	0	0	0	0.00993384241024428	0	0	0	0	0.0275241937663206	0	0	0	0	0	0.045660495234575	0	0	0	0	0.00909314305596195	0	0	0.00204076079562461	0	0	0.0369305096410331	0	0	0.0431297645787006	0	0.00735022712201807	0	0	0	0	0.0232346054471686	0.00348004350054376	0.00283005348801092	0.000510634003178346	0.011006166755233	0	0.00516999896600021	0	0	0	0.0296	0.0220106515152848	0.0164611539268903	0.00162047560959142	0	0.0595469447432579	0.0291118486023863	0	0	0.0120074590425685	0	0.00503000301800181	0.00368009200230006	0	0	0	0	0	0.00115000011500001	0	0	0	0.0647116613675884	0	0	0.0240899927730022	0	0	0	0	0
s__Jonquetella_anthropi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00256014413611486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Jonquetella_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00379020580817539	0.0429624187841775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Klebsiella_oxytoca	0	0	0	0	0	0	0	0	0	0.0267661901115268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0201765119366848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0995272779745102	0	0	0.0727237161818969	0.0250371806634143	0	0.018900627500833	0	0	0	0	0	0	0	0	0	0	0	0.0210961930332701	0	0	0	0	0.00500212515136691	0	0	0	0	0	0.00230999930700021	0	0	0	0	0	0	0	0	0	0	0	0	0	0.417250041725004	0	0	0.0265552866649203	0	0	0	0	0	0.00344489495787334	0	0.0033830395762214	0
s__Klebsiella_pneumoniae	0	0	0	0	0.0515000103000021	0	0	0.00615035412116297	0	0	2.22663781654102	0.795675739256487	0	0	0	0	0	0	0	0	0	0	0.0765400229620069	0.250946990061443	0	8.53856431009862	0	0	0.0032325857453377	0	0.0391012885420021	0.00246013358525368	0	0	0.0123261966223618	0	0	0	0	0	0.131345452652882	0	1.08202287562609	0.0172839787719133	0	0	0.066542186741984	0	0	0	0.012811747522362	0.162358873967126	0.0534036596677798	0.00487012321411732	0.293939580675676	0.0469724002896548	1.45472721576548	0	0.00218007237840296	0.00191182809001968	0	0	0	0	0	9.8279009827901	0.100994496630382	0.311690079794503	0	0	0.123303093120418	0	0	0	0	0.0767660809802962	0	0	0.00589017434916074	0	0	0.0471899858430043	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112900011290001	0	0	0.105710468069971	0	0	0	0.0798399760480072	0	0.600016629820302	0.0155104668650526	0.0511750197195596	0
s__Klebsiella_unclassified	0	0	0	0	0	0	0	0.00714202359672508	0.0443799955620005	0.00416028797613619	0	0	0	0	0	0	0	0	0	0.00178	0	0	0.0516300154890046	0	0.00412026122456164	0	0.0109099945450027	0	0	0	0	0.00241013087010625	0.0030601722876998	0	0	0	0	0	0	0	0.0716629917697656	0	0	0	0.218044993230345	0	0.000652866737845881	0	0	0	0.00760103678141698	0	0.0189361185883689	0.00137003466187695	0	0.00411021003173262	0	0	0.0112203725163675	0.000600574269116129	0	0	0	0	0	0	0	0.144432954498814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0571300057130006	0.00367030793883606	0	0	0	0	0	0	0	0	0.0136704114793855	0	0
s__Klebsiella_variicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000629999811000057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Lachnospiraceae_bacterium_1_1_57FAA	0	0	0	0	0	0.243444893242354	0.175169947449016	0.457981011032072	0.246689975331003	0	0.0288046270468222	0	0	0	0	0	0	0	0	0	0	0	0.0802000240600072	0	0.128928174046235	0	0.385959807020097	0	0	0.0956153530938396	0.141660897501109	0.0910949464555926	0.0765543100076534	0	0	0.401815422205309	0.0427501539005541	0.0929548100311131	0	0	0.0520257306172125	0.0449702903019194	0.965588131498439	0.166058226603764	2.58017908610107	2.09682444038294	0.347977971271855	0	0	0	0.0593881005369132	0	0	0	0	0.210440753522505	0.397203918083706	0.561367746874907	0.752164971877066	0.272320392759557	0.464205096033742	1.53183055506468	0.698241575664688	0.122425890880636	0.58192567936186	4.20836042083604	2.11728248562925	0.0295813266248958	0.049740621757772	0	0	0	0.12493638426928	0.174559965088007	0	0.547737716224127	0	0	0.346460255223555	0.0184912962398664	0.118344734179482	0.00895999731200081	0.12576026454098	0	0	0	0	0	0.466760280056168	1.73429335733393	0.576725907382228	0	0	0	0.0304454350481356	0.097980009798001	0.0204317142208231	0	0.0263049540229056	0.160263177433632	0.0356917952973034	0	0	0.0220004884108427	0	0	0.0507770150635336	0.0801860588722162
s__Lachnospiraceae_bacterium_1_4_56FAA	0	0	0.416641902348639	0	0	0	0	0.00306516019719197	0	0.0149269127625706	0	0.00687143131914378	0	0	0.00589103917931123	0.0146600029320006	0	0	0	0	0.0107521386003676	0	0	0	0	0	0	0	0	0.0312613671444432	0.0122335318206366	0	0	0	0	0.0549912706234772	0.087500315001134	0.0121097459235192	0.176669549857443	0.000510062431641633	0.0399551205509643	0.0052347439048077	0.105751556264389	0.0479310337239632	0.0958221943282501	0.0470745897725028	0	0	0	0	0.0439960010545438	1.15797756830243	0	0.0240706089864074	0.0507689266558573	0.0251212836975969	0.0222163716553908	0	0	0	0.245275530380078	0.0932073354172974	0.00199006149290013	0.00161020900512887	0.0391568836939836	0.0934300093430009	0.100634302269505	0.0427853096429119	1.45653820672758	0.0997918860666467	0.00883096452555493	0	0	0.0458799908240018	0	0	0	0	0	0.00116008132170065	0.000860252484104085	0	0.0006906604786157	0.102956537740147	0	0.0318709019465251	0.120412511411873	0.152299677118284	0.0660500396300238	0	0.53740277726107	0	0.0254339607010288	0	0.0391913596276099	0	0	0.03741	0.014959878686799	0.0078550570857518	0	0	0.0239399928180022	0.00375008325184819	0	0.0136704114793855	0.0464408590741972	0.00183105175612872
s__Lachnospiraceae_bacterium_2_1_46FAA	0	0	0.142311724114706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10829958033161	0	0	0	0	0	0	0	0.844527868929531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Lachnospiraceae_bacterium_2_1_58FAA	0	0	0.00176398784732645	0	0	0	0.00710999786700064	0.0115794940782808	0	0.0218239684916831	0	0.0215544898002254	0.0016707287718903	0.443001740324666	0	0.00700000140000028	0.00428039358602179	0.177609946717016	0	0	0	0	0	0	0	0	0.00528999735500132	0.00518030615609382	0.00169135291319527	0.00102069764684162	0.00116033498871124	0	0	0	0.00598786805862904	0	0.00520001872006739	0.00151121622681934	0	0.000830101604436383	0	0	0.0095228416159382	0	1.37268143440485	0	0.00426874405514615	1.43151270025627	0.0336805927784329	0	0.0173923723195844	0.98367891468107	0.00108149170150388	0	0	0.00717036640572333	0.0109631442297651	0.00311004291859228	0.00193006407812739	0	0	0.88600972896567	0.00262008096050168	0.119285483255727	0.0124778294709322	0	0.0114261655589356	0	0.239852998162477	0.0198403749830872	0.00642798098118624	0.00991555568585078	0.0431254020143361	0.0177599964480007	0.192140038428008	0.00696688773587175	0.0944266181338912	0.0462	0	0	0.00674197877076922	0.099929970021009	0	0.756368029369865	0.138627983162943	0	0.0393677948909726	0	0.00692000415200249	0	1.30657400329066	0	0.0056931249562885	0	0	0	0.603380623634322	0	0.00098130395669766	0	0	0	0.0122699963190011	0.0124102755081163	0	0	0	0.0092152932644511
s__Lachnospiraceae_bacterium_3_1_46FAA	0	0.0597650053247195	0.185028293463032	0.0257075046785756	0.214540042908009	0.0904118172775273	0.0519999844000047	0.106669578234958	0.0121999987800001	0	0.000893244532113997	0.0326668044953764	0.114960145615517	0.0152307178561554	0	0	0	0.129889961033012	0.0809492450742661	0.01572	0.00257051127469254	0.187544852530843	0.11055003316501	0	0	0.183494611590755	0.0794599602700199	0.00175010343111278	0.0357485953013816	0.208822730336185	0.374208033859375	0.00498027042868428	0.00213011992575182	0.59116874243254	0.0101533414907188	0.203238612695391	0.0181500653402352	0.37715353316349	0.00672309037853411	0.0100112253739858	0.252081579708564	0.0570162646929055	0.0350304530872012	1.84464463719548	1.08536485485518	0.00211020574506014	0.162634126449239	0.0768133644253618	0.052840930000368	0.141280014128001	0.00820111863258148	0	0.109691297206237	0.00879022239262653	1.30155521978594	0.00178009096264819	0	0.0576107950289714	2.89451609793445	0.0467947451352984	2.84123325520898	0.0157812419837441	0.630369478416883	0.0969225805509555	0.0137088261003515	0.0789900078990008	0.254727450932523	0.275531788163665	0.283483543544294	0.00331006256018239	0.215247250986825	0.0140178542037103	0.0382045160303624	0.000979999804000039	0	0.106137276758863	0.0311002721424589	0.12414	0.019990591721515	0.136889595960677	0.00140041102063456	0.0135899959230012	0.0962520458314285	0.0768748815549787	0	0.00485013725888442	0.0508571084213853	0.00985127278444375	0.351080210648127	0.237075926898173	0.0229318253732997	0.245219975478003	0.361418382550182	0	0.122723454866621	0.0650500065050007	0.00193016194058681	0.18737	0.203920970185182	0.131304533858898	0.321366164718085	0.0743847583073632	0.392939882118035	0.0582212925126938	0	0.00295008879767281	0.902810719354663	0.0688495471799001
